year,category,prize_amount,fullname,gender,birth_continent,birth_country
2010,Literature,10000000,Mario Vargas Llosa,male,South America,Peru
2010,Economic Sciences,10000000,Peter A. Diamond,male,North America,USA
2010,Chemistry,10000000,Richard F. Heck,male,North America,USA
2010,Physiology or Medicine,10000000,Robert G. Edwards,male,Europe,United Kingdom
2011,Physics,10000000,Adam G. Riess,male,North America,USA
2011,Physics,10000000,Brian P. Schmidt,male,North America,USA
2011,Physiology or Medicine,10000000,Bruce A. Beutler,male,North America,USA
2011,Economic Sciences,10000000,Christopher A. Sims,male,North America,USA
2011,Chemistry,10000000,Dan Shechtman,male,Asia,British Mandate of Palestine
2011,Peace,10000000,Ellen Johnson Sirleaf,female,Africa,Liberia
2011,Physiology or Medicine,10000000,Jules A. Hoffmann,male,Europe,Luxembourg
2011,Peace,10000000,Leymah Gbowee,female,Africa,Liberia
2011,Physiology or Medicine,10000000,Ralph M. Steinman,male,North America,Canada
2011,Physics,10000000,Saul Perlmutter,male,North America,USA
2011,Peace,10000000,Tawakkol Karman,female,Asia,Yemen
2011,Economic Sciences,10000000,Thomas J. Sargent,male,North America,USA
2011,Literature,10000000,Tomas Tranströmer,male,Europe,Sweden
2012,Economic Sciences,8000000,Alvin E. Roth,male,North America,USA
2012,Chemistry,8000000,Brian K. Kobilka,male,North America,USA
2012,Physics,8000000,David J. Wineland,male,North America,USA
2012,Peace,8000000,,,,
2012,Economic Sciences,8000000,Lloyd S. Shapley,male,North America,USA
2012,Literature,8000000,Mo Yan,male,Asia,China
2012,Chemistry,8000000,Robert J. Lefkowitz,male,North America,USA
2012,Physics,8000000,Serge Haroche,male,Africa,Morocco
2012,Physiology or Medicine,8000000,Shinya Yamanaka,male,Asia,Japan
2012,Physiology or Medicine,8000000,Sir John B. Gurdon,male,Europe,United Kingdom
2013,Literature,8000000,Alice Munro,female,North America,Canada
2013,Chemistry,8000000,Arieh Warshel,male,Asia,British Mandate of Palestine
2013,Economic Sciences,8000000,Eugene F. Fama,male,North America,USA
2013,Physics,8000000,François Englert,male,Europe,Belgium
2013,Physiology or Medicine,8000000,James E. Rothman,male,North America,USA
2013,Economic Sciences,8000000,Lars Peter Hansen,male,North America,USA
2013,Chemistry,8000000,Martin Karplus,male,Europe,Austria
2013,Chemistry,8000000,Michael Levitt,male,Africa,South Africa
2013,Peace,8000000,,,,
2013,Physics,8000000,Peter W. Higgs,male,Europe,United Kingdom
2013,Physiology or Medicine,8000000,Randy W. Schekman,male,North America,USA
2013,Economic Sciences,8000000,Robert J. Shiller,male,North America,USA
2013,Physiology or Medicine,8000000,Thomas C. Südhof,male,Europe,Germany
2014,Physiology or Medicine,8000000,Edvard I. Moser,male,Europe,Norway
2014,Chemistry,8000000,Eric Betzig,male,North America,USA
2014,Physics,8000000,Hiroshi Amano,male,Asia,Japan
2014,Physics,8000000,Isamu Akasaki,male,Asia,Japan
2014,Economic Sciences,8000000,Jean Tirole,male,Europe,France
2014,Physiology or Medicine,8000000,John O'Keefe,male,North America,USA
2014,Peace,8000000,Kailash Satyarthi,male,Asia,India
2014,Peace,8000000,Malala Yousafzai,female,Asia,Pakistan
2014,Physiology or Medicine,8000000,May-Britt Moser,female,Europe,Norway
2014,Literature,8000000,Patrick Modiano,male,Europe,France
2014,Physics,8000000,Shuji Nakamura,male,Asia,Japan
2014,Chemistry,8000000,Stefan W. Hell,male,Europe,Romania
2014,Chemistry,8000000,William E. Moerner,male,North America,USA
2015,Economic Sciences,8000000,Angus Deaton,male,Europe,Scotland
2015,Physics,8000000,Arthur B. McDonald,male,North America,Canada
2015,Chemistry,8000000,Aziz Sancar,male,Asia,Turkey
2015,Peace,8000000,,,,
2015,Chemistry,8000000,Paul Modrich,male,North America,USA
2015,Physiology or Medicine,8000000,Satoshi &#332;mura,male,Asia,Japan
2015,Literature,8000000,Svetlana Alexievich,female,Europe,Ukraine
2015,Physics,8000000,Takaaki Kajita,male,Asia,Japan
2015,Chemistry,8000000,Tomas Lindahl,male,Europe,Sweden
2015,Physiology or Medicine,8000000,Tu Youyou,female,Asia,China
2015,Physiology or Medicine,8000000,William C. Campbell,male,Europe,Ireland
2016,Economic Sciences,8000000,Bengt Holmström,male,Europe,Finland
2016,Chemistry,8000000,Bernard L. Feringa,male,Europe,the Netherlands
2016,Literature,8000000,Bob Dylan,male,North America,USA
2016,Physics,8000000,David J. Thouless,male,Europe,United Kingdom
2016,Physics,8000000,F. Duncan M. Haldane,male,Europe,United Kingdom
2016,Physics,8000000,J. Michael Kosterlitz,male,Europe,United Kingdom
2016,Chemistry,8000000,Jean-Pierre Sauvage,male,Europe,France
2016,Peace,8000000,Juan Manuel Santos,male,South America,Colombia
2016,Economic Sciences,8000000,Oliver Hart,male,Europe,United Kingdom
2016,Chemistry,8000000,Sir J. Fraser Stoddart,male,Europe,United Kingdom
2016,Physiology or Medicine,8000000,Yoshinori Ohsumi,male,Asia,Japan
2017,Physics,9000000,Barry C. Barish,male,North America,USA
2017,Peace,9000000,,,,
2017,Chemistry,9000000,Jacques Dubochet,male,Europe,Switzerland
2017,Physiology or Medicine,9000000,Jeffrey C. Hall,male,North America,USA
2017,Chemistry,9000000,Joachim Frank,male,Europe,Germany
2017,Literature,9000000,Kazuo Ishiguro,male,Asia,Japan
2017,Physics,9000000,Kip S. Thorne,male,North America,USA
2017,Physiology or Medicine,9000000,Michael Rosbash,male,North America,USA
2017,Physiology or Medicine,9000000,Michael W. Young,male,North America,USA
2017,Physics,9000000,Rainer Weiss,male,Europe,Germany
2017,Economic Sciences,9000000,Richard H. Thaler,male,North America,USA
2017,Chemistry,9000000,Richard Henderson,male,Europe,Scotland
2018,Physics,9000000,Arthur Ashkin,male,North America,USA
2018,Peace,9000000,Denis Mukwege,male,Africa,Belgian Congo
2018,Physics,9000000,Donna Strickland,female,North America,Canada
2018,Chemistry,9000000,Frances H. Arnold,female,North America,USA
2018,Chemistry,9000000,George P. Smith,male,North America,USA
2018,Physics,9000000,Gérard Mourou,male,Europe,France
2018,Physiology or Medicine,9000000,James P. Allison,male,North America,USA
2018,Peace,9000000,Nadia Murad Basee Taha,female,Asia,Iraq
2018,Literature,9000000,Olga Tokarczuk,female,Europe,Poland
2018,Economic Sciences,9000000,Paul M. Romer,male,North America,USA
2018,Chemistry,9000000,Sir Gregory P. Winter,male,Europe,United Kingdom
2018,Physiology or Medicine,9000000,Tasuku Honjo,male,Asia,Japan
2018,Economic Sciences,9000000,William D. Nordhaus,male,North America,USA
2019,Economic Sciences,9000000,Abhijit Banerjee,male,Asia,India
2019,Peace,9000000,Abiy Ahmed Ali,male,Africa,Ethiopia
2019,Chemistry,9000000,Akira Yoshino,male,Asia,Japan
2019,Physics,9000000,Didier Queloz,male,Europe,Switzerland
2019,Economic Sciences,9000000,Esther Duflo,female,Europe,France
2019,Physiology or Medicine,9000000,Gregg L. Semenza,male,North America,USA
2019,Physics,9000000,James Peebles,male,North America,Canada
2019,Chemistry,9000000,John B. Goodenough,male,Europe,Germany
2019,Chemistry,9000000,M. Stanley Whittingham,male,Europe,United Kingdom
2019,Economic Sciences,9000000,Michael Kremer,male,North America,USA
2019,Physics,9000000,Michel Mayor,male,Europe,Switzerland
2019,Literature,9000000,Peter Handke,male,Europe,Austria
2019,Physiology or Medicine,9000000,Sir Peter J. Ratcliffe,male,Europe,United Kingdom
2019,Physiology or Medicine,9000000,William G. Kaelin Jr,male,North America,USA
